place,place_short,placeLabel,location,osm,gnd,topostext,pleiades,oclc,getty,dare,arachne,archinform,mibact,iccd,iccdcf,geonames,inception,wikimedia,wikipedia
http://www.wikidata.org/entity/Q1329671,Q1329671,Pigna,Point(12.48333333 41.9),5452758,,,,,,,,,,,,6545151,1300-01-01T00:00:00Z,Rione IX - Pigna,https://it.wikipedia.org/wiki/Pigna_(rione_di_Roma)
http://www.wikidata.org/entity/Q1342766,Q1342766,chiesa delle Santissime Stimmate di San Francesco,Point(12.477777777 41.896388888),,7678417-4,,,,,,,,,,,,1721-01-01T00:00:00Z,Stimmate di San Francesco (Rome),https://it.wikipedia.org/wiki/Chiesa_delle_Santissime_Stimmate_di_San_Francesco
http://www.wikidata.org/entity/Q1347047,Q1347047,Ministero della Cultura,Point(12.480447222 41.897836111),,5541509-X,,,,,,,,,,,,1974-01-01T00:00:00Z,Ministry of Culture (Italy),https://it.wikipedia.org/wiki/Ministero_della_cultura
http://www.wikidata.org/entity/Q1362663,Q1362663,Villa Medici,Point(12.48252 41.90827),,4305695-7,,,,,,,,,,,8015094,,Villa Medici (Rome),https://it.wikipedia.org/wiki/Villa_Medici
http://www.wikidata.org/entity/Q1364594,Q1364594,Villa di Lucullo,Point(12.4834 41.9065),,,,418356677,,,,,,,,,,,,https://it.wikipedia.org/wiki/Villa_di_Lucullo
http://www.wikidata.org/entity/Q1423813,Q1423813,chiesa di Santa Maria in Trivio,Point(12.4825 41.901111111),,,,,,,,,,,,,,1675-03-25T00:00:00Z,Santa Maria in Trivio (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_in_Trivio
http://www.wikidata.org/entity/Q1465674,Q1465674,chiesa di Sant'Ignazio di Loyola in Campo Marzio,Point(12.480072 41.899248),,4468814-3,,,,,,,,,15417,1467362637708,8015141,1624-01-01T00:00:00Z,Sant'Ignazio (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Sant%27Ignazio_di_Loyola_in_Campo_Marzio
http://www.wikidata.org/entity/Q185382,Q185382,Fontana di Trevi,Point(12.483166666 41.900875),,4217965-8,,,,,,,10072,,,,6619448,1735-01-01T00:00:00Z,Trevi fountain,https://it.wikipedia.org/wiki/Fontana_di_Trevi
http://www.wikidata.org/entity/Q190353,Q190353,Sovrano Militare Ordine Ospedaliero di San Giovanni di Gerusalemme di Rodi e di Malta,Point(12.48061 41.90541),,43583-1,,,,,,,,,,,,1961-06-27T00:00:00Z,Sovereign Military Order of Malta,https://it.wikipedia.org/wiki/Sovrano_Militare_Ordine_di_Malta
http://www.wikidata.org/entity/Q3348567,Q3348567,Obelisco del Pincio,Point(12.4797 41.9108),,,419125AOAn,,,,,,,,,,,0200-01-01T00:00:00Z,Antinous obelisk,https://it.wikipedia.org/wiki/Obelisco_del_Pincio
http://www.wikidata.org/entity/Q3348569,Q3348569,Obelisco del Pantheon,Point(12.4767315 41.8993045),,,419125AOPn,,,,,,,,,,,-1300-01-01T00:00:00Z,Macuteo obelisk (Rome),https://it.wikipedia.org/wiki/Obelisco_del_Pantheon
http://www.wikidata.org/entity/Q3360871,Q3360871,Palazzo Gabrielli-Borromeo,Point(12.47888889 41.89916667),,,,,,,,,,,,,,,Palazzo Gabrielli Borromeo (Rome),https://it.wikipedia.org/wiki/Palazzo_Gabrielli-Borromeo
http://www.wikidata.org/entity/Q3360875,Q3360875,Palazzo Grazioli,Point(12.48055556 41.89666667),,,,,,,,,,,,,,,Palazzo Grazioli (Rome),https://it.wikipedia.org/wiki/Palazzo_Grazioli
http://www.wikidata.org/entity/Q3360896,Q3360896,Palazzo Mancini,Point(12.48194444 41.8975),,,,,,,,,,,,,,,Palazzo Mancini (Rome),https://it.wikipedia.org/wiki/Palazzo_Mancini
http://www.wikidata.org/entity/Q3360903,Q3360903,Palazzo Muti,Point(12.482722222 41.898527777),,,,,,,,,,,,,,1644-01-01T00:00:00Z,Palazzo Muti,https://it.wikipedia.org/wiki/Palazzo_Muti
http://www.wikidata.org/entity/Q3457157,Q3457157,piazza della Rotonda,Point(12.47675 41.89930556),,4846556-2,,,,,,,,,,,,,Piazza della Rotonda (Rome),https://it.wikipedia.org/wiki/Piazza_della_Rotonda
http://www.wikidata.org/entity/Q3472907,Q3472907,Santissimi Nomi di Gesù e Maria in via Lata,Point(12.477609 41.908009),,,,,,,,,,,,,,,Gesù e Maria (Rome),https://it.wikipedia.org/wiki/Santissimi_Nomi_di_Ges%C3%B9_e_Maria_in_via_Lata_(diaconia)
http://www.wikidata.org/entity/Q3584709,Q3584709,chiesa di Sant'Ivo dei Bretoni,Point(12.47477778 41.90258333),,,,,,,,,,,,,,1875-01-01T00:00:00Z,Sant'Ivo dei Bretoni,https://it.wikipedia.org/wiki/Chiesa_di_Sant%27Ivo_dei_Bretoni
http://www.wikidata.org/entity/Q3585427,Q3585427,chiesa di Santa Maria del Carmine alle Tre Cannelle,Point(12.4848 41.8969),,,,,,,,,,,,,,1623-01-01T00:00:00Z,Santa Maria del Carmine alle Tre Cannelle (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_del_Carmine_alle_Tre_Cannelle
http://www.wikidata.org/entity/Q3585438,Q3585438,chiesa di Santa Maria in Publicolis,Point(12.476375 41.89383),,4795428-0,,,,,,,,,,1467355008624,,1643-01-01T00:00:00Z,Santa Maria in Publicolis (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_in_Publicolis
http://www.wikidata.org/entity/Q3585438,Q3585438,chiesa di Santa Maria in Publicolis,Point(12.47622 41.89379),,4795428-0,,,,,,,,,,1467355008624,,1643-01-01T00:00:00Z,Santa Maria in Publicolis (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_in_Publicolis
http://www.wikidata.org/entity/Q3585441,Q3585441,chiesa di Santa Rita da Cascia alle Vergini,Point(12.4829 41.8998),,,,,,,,,,,,,,1689-01-01T00:00:00Z,Santa Rita da Cascia alle Vergini (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Rita_da_Cascia_alle_Vergini
http://www.wikidata.org/entity/Q1473122,Q1473122,palazzo di Propaganda Fide,Point(12.483305555 41.904166666),,,,,,,,,10028,,,,,,Palazzo di Propaganda Fide (Rome),https://it.wikipedia.org/wiki/Palazzo_di_Propaganda_Fide
http://www.wikidata.org/entity/Q1479910,Q1479910,basilica di San Marco Evangelista al Campidoglio,Point(12.481448 41.895724),,4765082-5,,,,,,,10917,,15228,1467404680674,8015147,1750-01-01T00:00:00Z,San Marco (Rome),https://it.wikipedia.org/wiki/Basilica_di_San_Marco_Evangelista_al_Campidoglio
http://www.wikidata.org/entity/Q1498203,Q1498203,Palazzo Vidoni Caffarelli,Point(12.47511111 41.89619444),,,,,,,,,10041,,,,,,Palazzo Vidoni Caffarelli (Rome),https://it.wikipedia.org/wiki/Palazzo_Vidoni_Caffarelli
http://www.wikidata.org/entity/Q1515300,Q1515300,basilica dei Santi XII Apostoli,Point(12.483205555 41.898105555),,4365697-3,,,,,,,,,15354,1467398906765,,0501-01-01T00:00:00Z,Basilica dei Santi Apostoli (Rome),https://it.wikipedia.org/wiki/Basilica_dei_Santi_XII_Apostoli
http://www.wikidata.org/entity/Q1515316,Q1515316,basilica di San Lorenzo in Lucina,Point(12.478694444 41.903416666),,4357179-7,,,,,,,,,15425,1467348346842,,,San Lorenzo in Lucina (Rome),https://it.wikipedia.org/wiki/Basilica_di_San_Lorenzo_in_Lucina
http://www.wikidata.org/entity/Q1523718,Q1523718,oratorio di San Francesco Saverio,Point(12.48075 41.899138888),,7687253-1,,,,,,,,,15694,,,1633-01-01T00:00:00Z,Oratorio del Caravita (Rome),https://it.wikipedia.org/wiki/Oratorio_di_San_Francesco_Saverio
http://www.wikidata.org/entity/Q99309,Q99309,Pantheon,Point(12.47685 41.898561),,4115786-2,419125SPan,128044615,,,,,78,20173,,,6619450,0128-01-01T00:00:00Z,Pantheon (Rome),https://it.wikipedia.org/wiki/Pantheon_(Roma)
http://www.wikidata.org/entity/Q129150,Q129150,Palazzo Scanderbeg,Point(12.4849 41.9007),,,,,,,,,,,,,,,Palazzo Scanderbeg (Rome),https://it.wikipedia.org/wiki/Palazzo_Scanderbeg
http://www.wikidata.org/entity/Q323726,Q323726,Casa museo di Giorgio de Chirico,Point(12.4825087 41.9055396),,,,,,,,,,101519,,,,1998-01-01T00:00:00Z,,https://it.wikipedia.org/wiki/Casa_museo_di_Giorgio_de_Chirico
http://www.wikidata.org/entity/Q337494,Q337494,Académie de France à Rome,Point(12.4825 41.908333333),,16287815-1,,,,,,,,,,,,1666-01-01T00:00:00Z,Académie de France à Rome,https://it.wikipedia.org/wiki/Accademia_di_Francia_a_Roma
http://www.wikidata.org/entity/Q337494,Q337494,Académie de France à Rome,Point(12.4825 41.908333333),,1039862-4,,,,,,,,,,,,1666-01-01T00:00:00Z,Académie de France à Rome,https://it.wikipedia.org/wiki/Accademia_di_Francia_a_Roma
http://www.wikidata.org/entity/Q338481,Q338481,Accademia di belle arti di Roma,Point(12.4756 41.9075),,5077572-8,,,,,,,,,,,,1870-01-01T00:00:00Z,,https://it.wikipedia.org/wiki/Accademia_di_belle_arti_di_Roma
http://www.wikidata.org/entity/Q338523,Q338523,Accademia nazionale di San Luca,Point(12.483586 41.90166),,,,,,,,,,105269,15215,,,1577-01-01T00:00:00Z,"Accademia di San Luca, Rome",https://it.wikipedia.org/wiki/Accademia_nazionale_di_San_Luca
http://www.wikidata.org/entity/Q339759,Q339759,Bibliotheca Hertziana,Point(12.48414 41.90534),,1001520-6,,,,,,,,,,,,1913-01-01T00:00:00Z,Bibliotheca Hertziana,https://it.wikipedia.org/wiki/Bibliotheca_Hertziana
http://www.wikidata.org/entity/Q339759,Q339759,Bibliotheca Hertziana,Point(12.48414 41.90534),,1001520-6,,,,,,,,,,,,1912-01-01T00:00:00Z,Bibliotheca Hertziana,https://it.wikipedia.org/wiki/Bibliotheca_Hertziana
http://www.wikidata.org/entity/Q385387,Q385387,Palazzo Doria-Pamphili,Point(12.48138056 41.89779167),,4580180-0,,,,,,,,,,,,,Palazzo Doria Pamphilj (Rome),https://it.wikipedia.org/wiki/Palazzo_Doria-Pamphili
http://www.wikidata.org/entity/Q429103,Q429103,Colonna dell'Immacolata,Point(12.48294167 41.90498333),,,,,,,,,,,,,,,Colonna dell'Immacolata (Rome),https://it.wikipedia.org/wiki/Colonna_dell%27Immacolata_(Roma)
http://www.wikidata.org/entity/Q431062,Q431062,Tempio di Adriano,Point(12.479444444 41.899722222),,4224551-5,419125SHad,,,,,2100073,,,,,8015140,,Temple of Hadrian (Rome),https://it.wikipedia.org/wiki/Tempio_di_Adriano
http://www.wikidata.org/entity/Q7231817,Q7231817,Portico degli Argonauti,Point(12.47722222 41.89833333),,,,,,,,,,,,,,,,https://it.wikipedia.org/wiki/Portico_degli_Argonauti
http://www.wikidata.org/entity/Q7232177,Q7232177,porto di Ripetta,Point(12.47504 41.905108),,4785308-6,,,,,,,,,,,,,Porto di Ripetta (Rome),https://it.wikipedia.org/wiki/Porto_di_Ripetta
http://www.wikidata.org/entity/Q7604478,Q7604478,Busto di Papa Clemente X,Point(12.479 41.8963),,,,,,,,,,,,,,,,https://it.wikipedia.org/wiki/Busto_di_papa_Clemente_X
http://www.wikidata.org/entity/Q7698744,Q7698744,Tempio di Marco Aurelio,Point(12.47986111 41.90083333),,,,,,,,,,,,,,,,https://it.wikipedia.org/wiki/Tempio_di_Marco_Aurelio
http://www.wikidata.org/entity/Q11954579,Q11954579,Via Tiberina,Point(12.479444444 41.903888888),,,,759079303,,,,,,,,,,,,https://it.wikipedia.org/wiki/Via_Tiberina
http://www.wikidata.org/entity/Q13055336,Q13055336,via Frattina,Point(12.481347 41.904232),,,,,,,,,,,,,,,Via Frattina (Rome),https://it.wikipedia.org/wiki/Via_Frattina
http://www.wikidata.org/entity/Q14514634,Q14514634,via Quattro Novembre,Point(12.48547 41.89646),,,,,,,,,,,,,,,Via Quattro Novembre (Rome),https://it.wikipedia.org/wiki/Via_Quattro_Novembre
http://www.wikidata.org/entity/Q14514634,Q14514634,via Quattro Novembre,Point(12.485257 41.896868),,,,,,,,,,,,,,,Via Quattro Novembre (Rome),https://it.wikipedia.org/wiki/Via_Quattro_Novembre
http://www.wikidata.org/entity/Q15124814,Q15124814,piazza di Spagna,Point(12.48205833 41.90595),,4260131-9,,,,,,,,,,,6954110,,Piazza di Spagna (Rome),https://it.wikipedia.org/wiki/Piazza_di_Spagna
http://www.wikidata.org/entity/Q16060292,Q16060292,Busto di Gabriele Fonseca,Point(12.478694444 41.903416666),,,,,,,,,,,,,,1668-01-01T00:00:00Z,Gabriele Fonseca,https://it.wikipedia.org/wiki/Busto_di_Gabriele_Fonseca
http://www.wikidata.org/entity/Q676902,Q676902,chiesa di San Macuto,Point(12.47923 41.89931),,,,,,,,,,,15433,,,1192-01-01T00:00:00Z,San Macuto (Rome),https://it.wikipedia.org/wiki/Chiesa_di_San_Macuto
http://www.wikidata.org/entity/Q719794,Q719794,chiesa del Gesù,Point(12.479722222 41.895833333),,4388553-6,,,,,,,1160,,15397,,8015148,1568-01-01T00:00:00Z,Chiesa del Gesù (Rome),https://it.wikipedia.org/wiki/Chiesa_del_Ges%C3%B9
http://www.wikidata.org/entity/Q740755,Q740755,Obelisco di Montecitorio,Point(12.4787 41.9006),,1184320535,419125AOMn,,,,,,,,,,,-0600-01-01T00:00:00Z,Montecitorio obelisk,https://it.wikipedia.org/wiki/Obelisco_di_Montecitorio
http://www.wikidata.org/entity/Q746102,Q746102,Cloaca Massima,Point(12.4848 41.8957),,1073930718,419125BClM,,,,,2100366,,,,,,,Cloaca Maxima,https://it.wikipedia.org/wiki/Cloaca_Massima
http://www.wikidata.org/entity/Q751105,Q751105,Palazzo Valentini,Point(12.485203 41.897048),,,,,,,,,,,,1467387158244,,,Palazzo Valentini,https://it.wikipedia.org/wiki/Palazzo_Valentini
http://www.wikidata.org/entity/Q751105,Q751105,Palazzo Valentini,Point(12.48388889 41.89666667),,,,,,,,,,,,1467387158244,,,Palazzo Valentini,https://it.wikipedia.org/wiki/Palazzo_Valentini
http://www.wikidata.org/entity/Q638283,Q638283,chiesa di San Luigi dei Francesi,Point(12.474666666 41.899583333),,4199094-8,,,,,,,7420,,,,6621063,1518-01-01T00:00:00Z,Chiesa di San Luigi dei Francesi (Rome),https://it.wikipedia.org/wiki/Chiesa_di_San_Luigi_dei_Francesi
http://www.wikidata.org/entity/Q647919,Q647919,Palazzo Borghese,Point(12.47649444 41.90388611),,7618166-2,,,,,,,,,,,,,Palazzo Borghese (Rome),https://it.wikipedia.org/wiki/Palazzo_Borghese
http://www.wikidata.org/entity/Q669281,Q669281,via Sistina,Point(12.48595 41.90469),,,,,,,,,,,,,,,Via Sistina (Rome),https://it.wikipedia.org/wiki/Via_Sistina
http://www.wikidata.org/entity/Q672752,Q672752,Saepta Iulia,Point(12.478 41.8983),,,419125BSJu,,,,,,,,,,,,Saepta Iulia,https://it.wikipedia.org/wiki/Saepta_Iulia
http://www.wikidata.org/entity/Q2194126,Q2194126,Forum Suarium,Point(12.4839 41.8992),,,,571005605,,,,,,,,,,,,https://it.wikipedia.org/wiki/Forum_Suarium
http://www.wikidata.org/entity/Q2198565,Q2198565,Alta Semita,Point(12.4847335 41.8958875),,,,208084576,,,,,,,,,,,,https://it.wikipedia.org/wiki/Alta_Semita
http://www.wikidata.org/entity/Q2219288,Q2219288,chiesa dei Santi Benedetto e Scolastica all'Argentina,Point(12.476334171 41.89685318),,,,,,,,,,,,,,1625-01-01T00:00:00Z,Santi Benedetto e Scolastica (Rome),https://it.wikipedia.org/wiki/Chiesa_dei_Santi_Benedetto_e_Scolastica_all%27Argentina
http://www.wikidata.org/entity/Q2219582,Q2219582,chiesa di San Giacomo in Augusta,Point(12.47730556 41.90772222),,4815695-4,,,,,,,,,15400,,,1602-01-01T00:00:00Z,San Giacomo in Augusta (Rome),https://it.wikipedia.org/wiki/Chiesa_di_San_Giacomo_in_Augusta
http://www.wikidata.org/entity/Q2220033,Q2220033,chiesa di San Salvatore alle Coppelle,Point(12.476049 41.900635),,4599641-6,,,,,,,,,,,,1750-01-01T00:00:00Z,San Salvatore alle Coppelle (Rome),https://it.wikipedia.org/wiki/Chiesa_di_San_Salvatore_alle_Coppelle
http://www.wikidata.org/entity/Q2222819,Q2222819,chiesa di Santa Chiara,Point(12.47652778 41.89733333),,7680143-3,,,,,,,,,,,,1883-01-01T00:00:00Z,Santa Chiara (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Chiara_(Roma)
http://www.wikidata.org/entity/Q2222865,Q2222865,chiesa di Santa Croce e San Bonaventura dei Lucchesi,Point(12.4845 41.89969444),,7678256-6,,,,,,,,,15382,,,1695-01-01T00:00:00Z,Santa Croce e San Bonaventura dei Lucchesi (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Croce_e_San_Bonaventura_dei_Lucchesi
http://www.wikidata.org/entity/Q2223154,Q2223154,chiesa di Santa Maria d'Itria,Point(12.48594444 41.90308333),,7599816-6,,,,,,,,,,,,1594-01-01T00:00:00Z,Santa Maria Odigitria (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Odigitria_(Roma)
http://www.wikidata.org/entity/Q2223178,Q2223178,chiesa di Santa Maria in Monterone,Point(12.475671701 41.896835817),,1025898680,,,,,,,,,,,,1682-01-01T00:00:00Z,Santa Maria in Monterone (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_in_Monterone
http://www.wikidata.org/entity/Q2223693,Q2223693,chiesa di Santo Stefano del Cacco,Point(12.479324399 41.897253308),,7566670-4,,,,,,,,,,,,1607-01-01T00:00:00Z,Santo Stefano del Cacco (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santo_Stefano_del_Cacco
http://www.wikidata.org/entity/Q2223960,Q2223960,Sant'Eustachio,Point(12.47555556 41.89833333),5452746,,,,,,,,,,,,8951706,1300-01-01T00:00:00Z,Rione VIII - Sant'Eustachio,https://it.wikipedia.org/wiki/Sant%27Eustachio_(rione_di_Roma)
http://www.wikidata.org/entity/Q2249182,Q2249182,Insula dell'Ara Coeli,Point(12.4823 41.8941),,,,,,,,,,,,,,,Ara Coeli Insula,https://it.wikipedia.org/wiki/Insula_dell%27Ara_Coeli
http://www.wikidata.org/entity/Q2254049,Q2254049,Garante per la Protezione dei Dati Personali,Point(12.4828732 41.8964516),,10089030-1,,,,,,,,,,,,1996-12-31T00:00:00Z,,https://it.wikipedia.org/wiki/Garante_per_la_protezione_dei_dati_personali
http://www.wikidata.org/entity/Q2277048,Q2277048,Palazzo Gabrielli-Mignanelli,Point(12.483606 41.905196),,,,,,,,,,,,,,,Palazzo Gabrielli-Mignanelli,https://it.wikipedia.org/wiki/Palazzo_Gabrielli-Mignanelli
http://www.wikidata.org/entity/Q2288275,Q2288275,Tempio di Iside al Campo Marzio,Point(12.4791 41.89721),,4365484-8,,,,,,,,,,,,,Iseo Campense (Rome),https://it.wikipedia.org/wiki/Tempio_di_Iside_al_Campo_Marzio
http://www.wikidata.org/entity/Q2288627,Q2288627,Tempio di Serapide,Point(12.4855 41.8983),,1173912320,,,,,,,,,,,,,"Temples of Serapis, Rome",https://it.wikipedia.org/wiki/Tempio_di_Serapide_(Quirinale)
http://www.wikidata.org/entity/Q2313394,Q2313394,chiesa dei Santi Vincenzo e Anastasio a Trevi,Point(12.4839 41.9007),,,,,,,,,,,,,,1650-01-01T00:00:00Z,Santi Vincenzo e Anastasio a Trevi,https://it.wikipedia.org/wiki/Chiesa_dei_Santi_Vincenzo_e_Anastasio_a_Trevi
http://www.wikidata.org/entity/Q2329591,Q2329591,Palazzo Magistrale,Point(12.480555555 41.905277777),,,,,,,,,,,,,,,Palazzo di Malta,https://it.wikipedia.org/wiki/Palazzo_Magistrale
http://www.wikidata.org/entity/Q2366679,Q2366679,Clivus Argentarius,Point(12.48450556 41.89365556),,,,,,,,,,,,,,,Clivus Argentarius,https://it.wikipedia.org/wiki/Clivus_Argentarius
http://www.wikidata.org/entity/Q2391818,Q2391818,Tempio di Matidia,Point(12.47799 41.89955),,,,,,,,,,,,,,,Temple of Matidia (Rome),https://it.wikipedia.org/wiki/Tempio_di_Matidia
http://www.wikidata.org/entity/Q2391818,Q2391818,Tempio di Matidia,Point(12.47777778 41.89972222),,,,,,,,,,,,,,,Temple of Matidia (Rome),https://it.wikipedia.org/wiki/Tempio_di_Matidia
http://www.wikidata.org/entity/Q3673248,Q3673248,chiesa di Santa Maria Annunziata a Tor de' Specchi,Point(12.480414125 41.893457342),,,,,,,,,,,,,,,Convento Oblate di santa Francesca Romana (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Annunziata_a_Tor_de%27_Specchi
http://www.wikidata.org/entity/Q3673514,Q3673514,chiesa di Santa Maria Portae Paradisi,Point(12.47595 41.90743),,,,,,,,,,,,,,,Santa Maria Portae Paradisi (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Portae_Paradisi
http://www.wikidata.org/entity/Q3673670,Q3673670,chiesa di Santa Maria dei Calderari,Point(12.475694444 41.893388888),,,,,,,,,,,,,,,Santa Maria dei Calderari,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_dei_Calderari
http://www.wikidata.org/entity/Q3673814,Q3673814,chiesa di Santa Maria dell'Umiltà,Point(12.483444444 41.899861111),,,,,,,,,,,,,,1601-01-01T00:00:00Z,Santa Maria dell'Umiltà (Rome),https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_dell%27Umilt%C3%A0_(Roma)
http://www.wikidata.org/entity/Q3673825,Q3673825,chiesa di Santa Maria della Concezione in Campo Marzio,Point(12.4764 41.9014),,,,,,,,,,,,,,1685-01-01T00:00:00Z,Church of Santa Maria della Concezione in Campo Marzio,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_della_Concezione_in_Campo_Marzio
http://www.wikidata.org/entity/Q3674173,Q3674173,chiesa di Santa Marta al Collegio Romano,Point(12.479895253 41.897681156),,,,,,,,,,,,,,1542-01-01T00:00:00Z,Santa Marta al Collegio Romano,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Marta_al_Collegio_Romano
http://www.wikidata.org/entity/Q3674416,Q3674416,chiesa evangelica valdese in Trevi,Point(12.48475 41.897083333),,,,,,,,,,,,,,1883-01-01T00:00:00Z,Chiesa Evangelica Valdese in Rione Trevi (Rome),https://it.wikipedia.org/wiki/Chiesa_evangelica_valdese_in_Trevi
http://www.wikidata.org/entity/Q3682949,Q3682949,Collegio Clementino,Point(12.475 41.903),,7729769-6,,,,,,,,,,,,1595-01-01T00:00:00Z,Collegio Clementino,https://it.wikipedia.org/wiki/Collegio_Clementino
http://www.wikidata.org/entity/Q3682949,Q3682949,Collegio Clementino,Point(12.475 41.903),,16033497-4,,,,,,,,,,,,1595-01-01T00:00:00Z,Collegio Clementino,https://it.wikipedia.org/wiki/Collegio_Clementino
http://www.wikidata.org/entity/Q3682963,Q3682963,Liceo Classico S. Giuseppe De Merode,Point(12.4819 41.9073),,,,,,,,,,,,,,1850-01-01T00:00:00Z,,https://it.wikipedia.org/wiki/Collegio_San_Giuseppe_-_Istituto_De_Merode
http://www.wikidata.org/entity/Q3685231,Q3685231,Complesso di via in Arcione,Point(12.485611 41.901862),,,,,,,,,,,,,,,,https://it.wikipedia.org/wiki/Complesso_di_via_in_Arcione
http://www.wikidata.org/entity/Q3687231,Q3687231,Conservatorio Santa Cecilia,Point(12.47865 41.90679),,6046162-7,,,,,,,,,,,,,Conservatorio Santa Cecilia,https://it.wikipedia.org/wiki/Conservatorio_Santa_Cecilia
http://www.wikidata.org/entity/Q3693417,Q3693417,cordonata,Point(12.482222222 41.893611111),,,,,,,,,,,,,,,,https://it.wikipedia.org/wiki/Cordonata
http://www.wikidata.org/entity/Q3747369,Q3747369,Fontana del porto di Ripetta,Point(12.475139 41.904611),,,,,,,,,,,,,,,Fontana del Porto di Ripetta (Rome),https://it.wikipedia.org/wiki/Fontana_del_porto_di_Ripetta
http://www.wikidata.org/entity/Q3747429,Q3747429,Fontana di piazza Colonna,Point(12.48027778 41.90083333),,,,,,,,,,,,,,,Fontana di Piazza Colonna (Rome),https://it.wikipedia.org/wiki/Fontana_di_piazza_Colonna
http://www.wikidata.org/entity/Q3747442,Q3747442,Fontana di piazza dell'Aracoeli,Point(12.48102778 41.89440278),,,,,,,,,,,,,,1589-01-01T00:00:00Z,Fontana di Bacco (Rome),https://it.wikipedia.org/wiki/Fontana_di_piazza_d%27Aracoeli
http://www.wikidata.org/entity/Q3747445,Q3747445,fontana di piazza della Rotonda,Point(12.47666667 41.89920833),,,,,,,,,,,,,,,Fontana di piazza della Rotonda (Rome),https://it.wikipedia.org/wiki/Fontana_di_piazza_della_Rotonda
http://www.wikidata.org/entity/Q3757697,Q3757697,Galleria Sciarra,Point(12.48212624 41.89981079),,,,,,,,,,,15766,,,,Galleria Sciarra (Rome),https://it.wikipedia.org/wiki/Galleria_Sciarra
http://www.wikidata.org/entity/Q3757712,Q3757712,Galleria comunale d'arte moderna e contemporanea,Point(12.485766122 41.903840871),,,,,,,,,,105519,,,,1883-01-01T00:00:00Z,Galleria comunale d'arte moderna e contemporanea (Rome),https://it.wikipedia.org/wiki/Galleria_d%27arte_moderna_di_Roma_Capitale
http://www.wikidata.org/entity/Q3803706,Q3803706,Istituto centrale per i beni sonori ed audiovisivi,Point(12.478293 41.894035),,1027680445,,,,,,,,116975,,,,1928-01-01T00:00:00Z,Istituto centrale per i beni sonori ed audiovisivi,https://it.wikipedia.org/wiki/Istituto_centrale_per_i_beni_sonori_ed_audiovisivi
http://www.wikidata.org/entity/Q3803706,Q3803706,Istituto centrale per i beni sonori ed audiovisivi,Point(12.478293 41.894035),,1016825-4,,,,,,,,116975,,,,1928-01-01T00:00:00Z,Istituto centrale per i beni sonori ed audiovisivi,https://it.wikipedia.org/wiki/Istituto_centrale_per_i_beni_sonori_ed_audiovisivi
http://www.wikidata.org/entity/Q3803778,Q3803778,Istituto nazionale per la grafica,Point(12.4831 41.9011),,1053119-1,,,,,,,,,,,,1975-01-01T00:00:00Z,"Istituto Nazionale per la Grafica, Rome",https://it.wikipedia.org/wiki/Istituto_nazionale_per_la_grafica
http://www.wikidata.org/entity/Q4010632,Q4010632,via Gregoriana,Point(12.48435833 41.90509167),,,,,,,,,,,,,,,Via Gregoriana (Rome),https://it.wikipedia.org/wiki/Via_Gregoriana
http://www.wikidata.org/entity/Q4010823,Q4010823,via del Tritone,Point(12.485128 41.902717),,,,,,,,,,,,,,,Via del Tritone (Rome),https://it.wikipedia.org/wiki/Via_del_Tritone
http://www.wikidata.org/entity/Q4010851,Q4010851,via delle Botteghe Oscure,Point(12.478777 41.894971),,,,,,,,,,,,,,,Via delle Botteghe Oscure (Rome),https://it.wikipedia.org/wiki/Via_delle_Botteghe_Oscure
http://www.wikidata.org/entity/Q4536138,Q4536138,Tempio del Sole,Point(12.48112 41.90256),,,,,,,,,,,,,,0274-12-25T00:00:00Z,,https://it.wikipedia.org/wiki/Tempio_del_Sole_(Roma)
http://www.wikidata.org/entity/Q4762350,Q4762350,Angelo con la corona di spine,Point(12.48352778 41.90361111),,,,,,,,,,,,,,1660-01-01T00:00:00Z,Angel with the Crown of Thorns (Bernini),https://it.wikipedia.org/wiki/Angelo_con_la_corona_di_spine
http://www.wikidata.org/entity/Q5002069,Q5002069,Busto di Giovanni Vigevano,Point(12.47833333 41.89805556),,,,,,,,,,,,,,1618-01-01T00:00:00Z,Bust of Giovanni Vigevano,https://it.wikipedia.org/wiki/Busto_di_Giovanni_Vigevano
